experiment,participant_id,item_index,nll_base,nll_ours,delta_log_likelihood
Dymarska2025_associations,1,189,6.15625,5.765625,0.390625
Dymarska2025_associations,1,190,3.16015625,3.421844482421875,-0.261688232421875
Dymarska2025_associations,1,191,4.5751953125,3.43359375,1.1416015625
Dymarska2025_associations,1,192,5.875,5.8125,0.0625
Dymarska2025_associations,1,193,3.56884765625,3.694580078125,-0.125732421875
Dymarska2025_associations,1,194,5.814453125,4.890594482421875,0.923858642578125
Dymarska2025_associations,1,195,6.83203125,7.515625,-0.68359375
Dymarska2025_associations,1,196,5.820281982421875,6.984344482421875,-1.1640625
Dymarska2025_associations,1,197,3.74609375,3.806640625,-0.060546875
Dymarska2025_associations,1,198,8.203125,6.74951171875,1.45361328125
Dymarska2025_associations,1,199,6.2109375,7.46484375,-1.25390625
Dymarska2025_associations,2,0,8.75,13.3916015625,-4.6416015625
Dymarska2025_associations,2,1,9.14453125,3.17138671875,5.97314453125
Dymarska2025_associations,2,2,2.90625,1.21875,1.6875
Dymarska2025_associations,2,3,4.4375,5.3125,-0.875
Dymarska2025_associations,2,4,4.765625,6.484375,-1.71875
Dymarska2025_associations,2,5,7.4208984375,7.2041015625,0.216796875
Dymarska2025_associations,2,6,3.78515625,4.283203125,-0.498046875
Dymarska2025_associations,2,7,3.078125,3.109375,-0.03125
Dymarska2025_associations,2,8,11.521484375,9.0283203125,2.4931640625
Dymarska2025_associations,2,9,3.367156982421875,3.5155029296875,-0.148345947265625
Dymarska2025_associations,2,10,2.710906982421875,1.898406982421875,0.8125
Dymarska2025_associations,2,11,3.07421875,3.3865966796875,-0.3123779296875
Dymarska2025_associations,2,12,8.451171875,8.3203125,0.130859375
Dymarska2025_associations,2,13,7.59765625,5.86279296875,1.73486328125
Dymarska2025_associations,2,14,5.08203125,3.070281982421875,2.011749267578125
Dymarska2025_associations,2,15,8.37109375,9.179656982421877,-0.8085632324218768
Dymarska2025_associations,2,16,10.5155029296875,12.445281982421877,-1.9297790527343768
Dymarska2025_associations,2,17,5.140625,3.58203125,1.55859375
Dymarska2025_associations,2,18,4.9375,5.8125,-0.875
Dymarska2025_associations,2,19,3.4375,2.734375,0.703125
Dymarska2025_associations,2,20,5.46875,5.34375,0.125
Dymarska2025_associations,2,21,5.361328125,4.583984375,0.77734375
Dymarska2025_associations,2,22,8.09375,7.984375,0.109375
Dymarska2025_associations,2,23,7.0,5.94140625,1.05859375
Dymarska2025_associations,2,24,5.091796875,6.3544921875,-1.2626953125
Dymarska2025_associations,2,25,3.3076171875,3.203125,0.1044921875
Dymarska2025_associations,2,26,3.73046875,2.85888671875,0.87158203125
Dymarska2025_associations,2,27,9.75,9.625,0.125
Dymarska2025_associations,2,28,5.177001953125,5.680633544921875,-0.503631591796875
Dymarska2025_associations,2,29,8.147705078125,9.991943359375,-1.84423828125
Dymarska2025_associations,2,30,5.9375,4.81640625,1.12109375
Dymarska2025_associations,2,31,4.461883544921875,4.88861083984375,-0.426727294921875
Dymarska2025_associations,2,32,11.125,12.0,-0.875
Dymarska2025_associations,2,33,7.919921875,7.80859375,0.111328125
Dymarska2025_associations,2,34,8.09375,8.1015625,-0.0078125
Dymarska2025_associations,2,35,4.7412109375,4.40576171875,0.33544921875
Dymarska2025_associations,2,36,4.09912109375,4.65234375,-0.55322265625
Dymarska2025_associations,2,37,3.421875,4.14990234375,-0.72802734375
Dymarska2025_associations,2,38,5.9765625,7.197265625,-1.220703125
Dymarska2025_associations,2,39,3.2890625,2.63671875,0.65234375
Dymarska2025_associations,2,40,7.281005859375,6.905975341796875,0.375030517578125
Dymarska2025_associations,2,41,3.806884765625,5.642578125,-1.835693359375
Dymarska2025_associations,2,42,2.7498779296875,2.007781982421875,0.742095947265625
Dymarska2025_associations,2,43,7.734375,7.515625,0.21875
Dymarska2025_associations,2,44,5.8125,6.125,-0.3125
Dymarska2025_associations,2,45,4.673828125,3.04296875,1.630859375
Dymarska2025_associations,2,46,3.921875,1.945068359375,1.976806640625
